fecha,hora,delitos_code,Latitude,Longitude
12/30/2013 0:00,19:30:00,Vehiculo Hurtado,18.409745,-66.187632
10/10/2013 0:00,16:45:00,Apropiacion Ilegal,18.434218,-66.172729
9/24/2013 0:00,4:00:00,Vehiculo Hurtado,18.402432,-66.175826
12/18/2013 0:00,13:29:00,Apropiacion Ilegal,18.416995,-66.150261
11/7/2013 0:00,15:00:00,Apropiacion Ilegal,18.441004,-66.252938
11/4/2013 0:00,22:00:00,Apropiacion Ilegal,18.402693,-66.11801
9/25/2013 0:00,9:00:00,Apropiacion Ilegal,18.429882,-66.274554
12/30/2013 0:00,8:30:00,Vehiculo Hurtado,18.401082,-66.161537
12/6/2013 0:00,15:45:00,Apropiacion Ilegal,18.409524,-66.10496
10/10/2013 0:00,13:35:00,Apropiacion Ilegal,18.378531,-66.173251
12/1/2013 0:00,10:30:00,Vehiculo Hurtado,18.408841,-66.170146
11/2/2013 0:00,19:20:00,Vehiculo Hurtado,18.413327,-66.254009
11/20/2013 0:00,4:20:00,Robo,18.421046,-66.163961
8/18/2013 0:00,18:02:00,Apropiacion Ilegal,18.398299,-66.167362
9/6/2013 0:00,21:00:00,Apropiacion Ilegal,18.402321,-66.159933
11/3/2013 0:00,17:36:00,Apropiacion Ilegal,18.409392,-66.104641
12/25/2013 0:00,23:30:00,Apropiacion Ilegal,18.409524,-66.10496
11/20/2013 0:00,16:00:00,Escalamiento,18.467042,-66.333167
10/13/2013 0:00,12:40:00,Vehiculo Hurtado,18.444988,-66.384221
11/7/2013 0:00,22:02:00,Robo,18.36865,-66.187097
8/6/2013 0:00,4:00:00,Apropiacion Ilegal,18.378304,-66.16424
11/29/2013 0:00,15:23:00,Apropiacion Ilegal,18.374394,-66.183436
5/12/2013 0:00,15:30:00,Apropiacion Ilegal,18.39874,-66.16914
11/23/2013 0:00,21:18:00,Apropiacion Ilegal,18.412859,-66.255302
12/7/2013 0:00,16:47:00,Apropiacion Ilegal,18.396585,-66.16654
10/22/2013 0:00,6:10:00,Escalamiento,18.413567,-66.329395
10/28/2013 0:00,19:36:00,Apropiacion Ilegal,18.34841,-66.187634
9/11/2013 0:00,16:00:00,Apropiacion Ilegal,18.411759,-66.254201
8/30/2013 0:00,22:50:00,Apropiacion Ilegal,18.433792,-66.153967
8/5/2013 0:00,10:00:00,Escalamiento,18.343395,-66.19609
10/23/2013 0:00,10:00:00,Apropiacion Ilegal,18.413442,-66.25467
8/17/2013 0:00,18:00:00,Apropiacion Ilegal,18.443617,-66.386771
12/6/2013 0:00,4:50:00,Vehiculo Hurtado,18.402689,-66.160045
11/8/2013 0:00,8:00:00,Escalamiento,18.404946,-66.105246
8/15/2013 0:00,13:00:00,Apropiacion Ilegal,18.39864,-66.147497
10/7/2013 0:00,9:00:00,Escalamiento,18.384961,-66.381402
9/25/2013 0:00,1:00:00,Vehiculo Hurtado,18.435523,-66.402345
8/28/2013 0:00,4:30:00,Apropiacion Ilegal,18.485223,-66.413466
11/8/2013 0:00,23:02:00,Apropiacion Ilegal,18.360809,-66.215424
8/20/2013 0:00,8:30:00,Apropiacion Ilegal,18.407461,-66.171542
11/26/2013 0:00,20:35:00,Vehiculo Hurtado,18.413547,-66.254239
7/22/2013 0:00,10:00:00,Apropiacion Ilegal,18.406468,-66.162125
8/8/2013 0:00,20:10:00,Apropiacion Ilegal,18.34841,-66.187634
12/18/2013 0:00,17:04:00,Apropiacion Ilegal,18.397198,-66.146135
12/21/2013 0:00,12:47:00,Escalamiento,18.435687,-66.111675
11/7/2013 0:00,21:00:00,Robo,18.413222,-66.25442
9/30/2013 0:00,19:15:00,Apropiacion Ilegal,18.464115,-66.273481
10/7/2013 0:00,5:53:00,Escalamiento,18.268555,-66.339862
7/14/2013 0:00,16:20:00,Robo,18.348663,-66.136818
10/20/2013 0:00,9:43:00,Apropiacion Ilegal,18.396579,-66.159217
12/11/2013 0:00,13:00:00,Robo,18.382688,-66.145045
12/23/2013 0:00,1:07:00,Apropiacion Ilegal,18.400167,-66.137528
7/28/2013 0:00,1:00:00,Apropiacion Ilegal,18.357626,-66.153493
11/13/2013 0:00,9:00:00,Vehiculo Hurtado,18.403526,-66.181111
12/7/2013 0:00,21:30:00,Vehiculo Hurtado,18.439778,-66.195025
10/24/2013 0:00,19:48:00,Apropiacion Ilegal,18.40878,-66.106456
10/10/2013 0:00,10:00:00,Apropiacion Ilegal,18.398779,-66.147842
7/2/2013 0:00,16:36:00,Escalamiento,18.332338,-66.195802
11/9/2013 0:00,16:38:00,Escalamiento,18.412553,-66.203453
11/22/2013 0:00,23:09:00,Vehiculo Hurtado,18.37421,-66.113854
7/15/2013 0:00,8:00:00,Apropiacion Ilegal,18.406763,-66.109544
8/7/2013 0:00,15:30:00,Escalamiento,18.338743,-66.195434
8/16/2013 0:00,13:15:00,Apropiacion Ilegal,18.465303,-66.281352
11/13/2013 0:00,10:30:00,Apropiacion Ilegal,18.410957,-66.102044
7/7/2013 0:00,2:00:00,Apropiacion Ilegal,18.474641,-66.266247
12/30/2013 0:00,20:53:00,Apropiacion Ilegal,18.409411,-66.104474
9/19/2013 0:00,13:00:00,Apropiacion Ilegal,18.400722,-66.156985
12/11/2013 0:00,16:00:00,Apropiacion Ilegal,18.387414,-66.163637
9/2/2013 0:00,13:00:00,Apropiacion Ilegal,18.292766,-66.157403
12/13/2013 0:00,17:41:00,Robo,18.405285,-66.223121
8/15/2013 0:00,9:00:00,Apropiacion Ilegal,18.381976,-66.254487
11/17/2013 0:00,19:00:00,Apropiacion Ilegal,18.457646,-66.25925
11/29/2013 0:00,23:30:00,Apropiacion Ilegal,18.41226,-66.161505
7/30/2013 0:00,18:00:00,Apropiacion Ilegal,18.408645,-66.106531
10/27/2013 0:00,22:30:00,Agresion Agravada,18.343658,-66.303646
11/12/2013 0:00,17:00:00,Apropiacion Ilegal,18.462761,-66.270359
11/9/2013 0:00,14:41:00,Escalamiento,18.436716,-66.14549
10/8/2013 0:00,14:54:00,Robo,18.286718,-66.321288
10/1/2013 0:00,11:21:00,Vehiculo Hurtado,18.475819,-66.268959
7/29/2013 0:00,6:30:00,Robo,18.318786,-66.215595
9/21/2013 0:00,10:35:00,Apropiacion Ilegal,18.367559,-66.093514
12/5/2013 0:00,21:45:00,Apropiacion Ilegal,18.4242,-66.161857
8/17/2013 0:00,13:10:00,Robo,18.36462,-66.182505
10/28/2013 0:00,16:10:00,Apropiacion Ilegal,18.398677,-66.147723
10/24/2013 0:00,19:24:00,Robo,18.385518,-66.252703
10/29/2013 0:00,20:50:00,Apropiacion Ilegal,18.342857,-66.197074
11/21/2013 0:00,6:20:00,Vehiculo Hurtado,18.417167,-66.16177
11/2/2013 0:00,23:49:00,Vehiculo Hurtado,18.424006,-66.163318
12/12/2013 0:00,16:30:00,Apropiacion Ilegal,18.405058,-66.16576
8/28/2013 0:00,18:10:00,Apropiacion Ilegal,18.311537,-66.214858
11/7/2013 0:00,19:30:00,Apropiacion Ilegal,18.395917,-66.232741
11/11/2013 0:00,18:00:00,Vehiculo Hurtado,18.42325,-66.163094
10/29/2013 0:00,18:43:00,Escalamiento,18.393868,-66.177972
10/28/2013 0:00,0:42:00,Agresion Agravada,18.308021,-66.177179
11/12/2013 0:00,19:00:00,Apropiacion Ilegal,18.402967,-66.117302
12/23/2013 0:00,20:30:00,Apropiacion Ilegal,18.391329,-66.160693
11/6/2013 0:00,6:00:00,Vehiculo Hurtado,18.321161,-66.155094
11/11/2013 0:00,10:00:00,Apropiacion Ilegal,18.399197,-66.147853
11/7/2013 0:00,15:00:00,Apropiacion Ilegal,18.440319,-66.165503
10/24/2013 0:00,13:53:00,Apropiacion Ilegal,18.301059,-66.247023
9/12/2013 0:00,20:22:00,Vehiculo Hurtado,18.321698,-66.157917
8/2/2013 0:00,14:45:00,Vehiculo Hurtado,18.378841,-66.176503
12/13/2013 0:00,10:00:00,Vehiculo Hurtado,18.412841,-66.320134
8/11/2013 0:00,23:20:00,Vehiculo Hurtado,18.373657,-66.150753
8/27/2013 0:00,9:14:00,Apropiacion Ilegal,18.294939,-66.156298
12/30/2013 0:00,19:50:00,Vehiculo Hurtado,18.412843,-66.319975
4/8/2013 0:00,19:30:00,Escalamiento,18.390978,-66.1666
5/30/2013 0:00,20:30:00,Robo,18.392007,-66.142013
12/28/2013 0:00,12:37:00,Vehiculo Hurtado,18.433495,-66.151644
8/27/2013 0:00,12:00:00,Apropiacion Ilegal,18.402363,-66.118817
4/29/2013 0:00,7:00:00,Apropiacion Ilegal,18.387013,-66.171403
5/24/2013 0:00,15:30:00,Apropiacion Ilegal,18.392216,-66.138543
10/7/2013 0:00,7:45:00,Apropiacion Ilegal,18.439671,-66.195201
12/29/2013 0:00,19:30:00,Robo,18.395954,-66.159851
12/5/2013 0:00,18:56:00,Apropiacion Ilegal,18.390981,-66.159856
8/11/2013 0:00,21:45:00,Robo,18.374582,-66.149045
12/30/2013 0:00,4:00:00,Apropiacion Ilegal,18.323092,-66.30116
12/21/2013 0:00,12:34:00,Escalamiento,18.323218,-66.144683
11/19/2013 0:00,17:32:00,Robo,18.34273,-66.196856
8/9/2013 0:00,11:00:00,Escalamiento,18.431761,-66.18135
10/7/2013 0:00,19:00:00,Apropiacion Ilegal,18.411193,-66.25397
10/8/2013 0:00,10:00:00,Escalamiento,18.37184,-66.165958
10/18/2013 0:00,16:28:00,Apropiacion Ilegal,18.46235,-66.270452
10/2/2013 0:00,8:30:00,Escalamiento,18.330219,-66.18783
12/10/2013 0:00,16:20:00,Apropiacion Ilegal,18.383002,-66.14314
9/3/2013 0:00,19:00:00,Apropiacion Ilegal,18.447916,-66.39838
9/2/2013 0:00,14:00:00,Apropiacion Ilegal,18.404563,-66.158787
11/9/2013 0:00,13:00:00,Apropiacion Ilegal,18.398802,-66.147478
12/10/2013 0:00,13:40:00,Apropiacion Ilegal,18.401228,-66.156438
12/3/2013 0:00,13:00:00,Apropiacion Ilegal,18.393401,-66.156674
8/28/2013 0:00,21:23:00,Escalamiento,18.334491,-66.190914
8/9/2013 0:00,13:00:00,Apropiacion Ilegal,18.358521,-66.177273
11/30/2013 0:00,9:26:00,Apropiacion Ilegal,18.318886,-66.292991
11/9/2013 0:00,2:20:00,Apropiacion Ilegal,18.43803,-66.167015
9/26/2013 0:00,20:00:00,Robo,18.340672,-66.202915
12/21/2013 0:00,8:30:00,Apropiacion Ilegal,18.371483,-66.18297
10/24/2013 0:00,22:22:00,Apropiacion Ilegal,18.36898,-66.156519
9/5/2013 0:00,0:30:00,Apropiacion Ilegal,18.422795,-66.164034
11/1/2013 0:00,14:00:00,Apropiacion Ilegal,18.391279,-66.160675
11/24/2013 0:00,20:45:00,Apropiacion Ilegal,18.423118,-66.164198
11/2/2013 0:00,17:00:00,Apropiacion Ilegal,18.440277,-66.123979
12/19/2013 0:00,19:30:00,Apropiacion Ilegal,18.382004,-66.169375
11/2/2013 0:00,14:30:00,Apropiacion Ilegal,18.406169,-66.162456
9/27/2013 0:00,12:23:00,Apropiacion Ilegal,18.468288,-66.136653
12/29/2013 0:00,12:40:00,Robo,18.387422,-66.163099
8/20/2013 0:00,16:12:00,Apropiacion Ilegal,18.319671,-66.179838
8/31/2013 0:00,4:00:00,Escalamiento,18.448775,-66.177331
12/23/2013 0:00,12:00:00,Vehiculo Hurtado,18.429669,-66.117271
7/31/2013 0:00,12:00:00,Apropiacion Ilegal,18.38384,-66.117109
12/30/2013 0:00,10:00:00,Escalamiento,18.404701,-66.155298
12/6/2013 0:00,19:00:00,Apropiacion Ilegal,18.4118,-66.16086
10/31/2013 0:00,21:00:00,Apropiacion Ilegal,18.340716,-66.202799
12/20/2013 0:00,20:00:00,Apropiacion Ilegal,18.391514,-66.173192
9/18/2013 0:00,9:17:00,Apropiacion Ilegal,18.408894,-66.100807
8/17/2013 0:00,16:00:00,Escalamiento,18.408111,-66.221574
10/4/2013 0:00,16:21:00,Apropiacion Ilegal,18.398665,-66.147742
12/9/2013 0:00,22:00:00,Apropiacion Ilegal,18.363546,-66.12429
11/22/2013 0:00,4:30:00,Escalamiento,18.406612,-66.296821
8/30/2013 0:00,20:00:00,Apropiacion Ilegal,18.391251,-66.16066
8/26/2013 0:00,1:30:00,Escalamiento,18.372658,-66.207671
12/20/2013 0:00,19:30:00,Vehiculo Hurtado,18.382779,-66.143035
8/11/2013 0:00,3:16:00,Robo,18.404837,-66.22362
8/13/2013 0:00,23:00:00,Vehiculo Hurtado,18.351772,-66.140497
5/7/2013 0:00,15:00:00,Apropiacion Ilegal,18.399256,-66.155536
11/27/2013 0:00,20:30:00,Apropiacion Ilegal,18.45311,-66.185749
12/14/2013 0:00,23:05:00,Robo,18.272273,-66.19231
8/11/2013 0:00,12:20:00,Robo,18.412542,-66.252584
12/21/2013 0:00,10:20:00,Apropiacion Ilegal,18.361915,-66.104575
11/6/2013 0:00,13:30:00,Apropiacion Ilegal,18.397982,-66.146416
9/6/2013 0:00,23:51:00,Robo,18.372778,-66.105991
12/16/2013 0:00,13:30:00,Apropiacion Ilegal,18.391217,-66.160642
10/15/2013 0:00,3:35:00,Escalamiento,18.403656,-66.159992
10/21/2013 0:00,1:00:00,Agresion Agravada,18.384327,-66.176406
12/13/2013 0:00,21:00:00,Apropiacion Ilegal,18.41284,-66.319966
10/9/2013 0:00,6:00:00,Escalamiento,18.417551,-66.164151
9/13/2013 0:00,22:22:00,Apropiacion Ilegal,18.360927,-66.188273
8/8/2013 0:00,23:40:00,Apropiacion Ilegal,18.376506,-66.154371
12/19/2013 0:00,20:30:00,Apropiacion Ilegal,18.412269,-66.161525
9/6/2013 0:00,6:00:00,Vehiculo Hurtado,18.292388,-66.157843
12/15/2013 0:00,2:00:00,Escalamiento,18.356954,-66.117835
12/11/2013 0:00,7:30:00,Vehiculo Hurtado,18.406856,-66.109671
12/13/2013 0:00,19:01:00,Apropiacion Ilegal,18.416181,-66.162609
8/19/2013 0:00,1:46:00,Escalamiento,18.393105,-66.174791
8/15/2013 0:00,2:30:00,Apropiacion Ilegal,18.369591,-66.167201
12/9/2013 0:00,6:00:00,Escalamiento,18.428883,-66.113281
11/29/2013 0:00,7:00:00,Apropiacion Ilegal,18.406864,-66.165037
8/29/2013 0:00,9:00:00,Escalamiento,18.32863,-66.186112
10/1/2013 0:00,16:30:00,Escalamiento,18.313181,-66.21392
12/5/2013 0:00,21:00:00,Apropiacion Ilegal,18.398695,-66.147716
11/27/2013 0:00,16:17:00,Apropiacion Ilegal,18.423679,-66.160606
11/8/2013 0:00,15:00:00,Apropiacion Ilegal,18.367648,-66.093498
8/28/2013 0:00,21:15:00,Apropiacion Ilegal,18.411452,-66.161782
11/11/2013 0:00,0:49:00,Apropiacion Ilegal,18.341446,-66.203023
12/20/2013 0:00,9:00:00,Vehiculo Hurtado,18.316218,-66.096017
7/21/2013 0:00,9:00:00,Escalamiento,18.382042,-66.360801
8/8/2013 0:00,22:30:00,Apropiacion Ilegal,18.372802,-66.180092
11/13/2013 0:00,18:01:00,Apropiacion Ilegal,18.373,-66.143816
10/31/2013 0:00,22:00:00,Apropiacion Ilegal,18.408901,-66.106177
12/22/2013 0:00,3:00:00,Robo,18.44837,-66.399428
7/27/2013 0:00,23:50:00,Apropiacion Ilegal,18.466312,-66.278873
9/21/2013 0:00,14:35:00,Vehiculo Hurtado,18.43833,-66.179085
12/7/2013 0:00,23:20:00,Apropiacion Ilegal,18.341288,-66.203171
8/7/2013 0:00,14:54:00,Apropiacion Ilegal,18.301407,-66.249255
8/28/2013 0:00,10:01:00,Apropiacion Ilegal,18.436768,-66.359119
9/18/2013 0:00,19:30:00,Apropiacion Ilegal,18.370938,-66.108457
11/15/2013 0:00,2:30:00,Escalamiento,18.485904,-66.425861
10/2/2013 0:00,8:30:00,Vehiculo Hurtado,18.333947,-66.198169
10/12/2013 0:00,1:15:00,Apropiacion Ilegal,18.44536,-66.391202
10/2/2013 0:00,11:50:00,Vehiculo Hurtado,18.401525,-66.108957
9/27/2013 0:00,8:00:00,Apropiacion Ilegal,18.440612,-66.174714
12/24/2013 0:00,20:17:00,Agresion Agravada,18.303751,-66.143559
12/12/2013 0:00,19:00:00,Apropiacion Ilegal,18.411299,-66.1003
10/4/2013 0:00,21:30:00,Escalamiento,18.421206,-66.236886
9/3/2013 0:00,10:30:00,Escalamiento,18.323175,-66.145759
11/9/2013 0:00,2:00:00,Escalamiento,18.382751,-66.145195
12/18/2013 0:00,22:30:00,Apropiacion Ilegal,18.34112,-66.197828
9/17/2013 0:00,16:34:00,Apropiacion Ilegal,18.342021,-66.197046
10/10/2013 0:00,15:09:00,Apropiacion Ilegal,18.340711,-66.202927
12/9/2013 0:00,17:09:00,Apropiacion Ilegal,18.368602,-66.186679
9/11/2013 0:00,8:00:00,Escalamiento,18.399387,-66.168846
7/31/2013 0:00,16:00:00,Vehiculo Hurtado,18.445377,-66.388949
7/28/2013 0:00,23:42:00,Vehiculo Hurtado,18.314373,-66.17326
12/7/2013 0:00,16:43:00,Apropiacion Ilegal,18.380093,-66.175103
10/23/2013 0:00,21:45:00,Agresion Agravada,18.42851,-66.139967
9/3/2013 0:00,8:00:00,Escalamiento,18.337728,-66.193013
11/30/2013 0:00,16:00:00,Apropiacion Ilegal,18.421639,-66.240027
10/25/2013 0:00,17:29:00,Apropiacion Ilegal,18.404894,-66.159247
12/11/2013 0:00,17:25:00,Apropiacion Ilegal,18.463003,-66.272204
12/10/2013 0:00,9:00:00,Apropiacion Ilegal,18.368769,-66.111817
7/23/2013 0:00,13:55:00,Vehiculo Hurtado,18.422437,-66.236809
11/5/2013 0:00,18:00:00,Apropiacion Ilegal,18.423136,-66.163147
11/17/2013 0:00,23:00:00,Apropiacion Ilegal,18.363691,-66.124835
10/27/2013 0:00,12:15:00,Vehiculo Hurtado,18.301057,-66.247458
9/27/2013 0:00,17:00:00,Apropiacion Ilegal,18.44507,-66.377251
11/20/2013 0:00,10:00:00,Apropiacion Ilegal,18.383454,-66.166066
12/30/2013 0:00,3:22:00,Vehiculo Hurtado,18.43413,-66.178469
6/12/2013 0:00,23:00:00,Apropiacion Ilegal,18.407125,-66.175384
12/10/2013 0:00,16:21:00,Apropiacion Ilegal,18.398498,-66.147416
6/20/2013 0:00,22:45:00,Robo,18.415213,-66.1614
10/25/2013 0:00,15:00:00,Vehiculo Hurtado,18.40518,-66.158981
11/28/2013 0:00,20:00:00,Escalamiento,18.372846,-66.180055
6/4/2013 0:00,8:00:00,Apropiacion Ilegal,18.400479,-66.161001
8/16/2013 0:00,21:10:00,Vehiculo Hurtado,18.347687,-66.19793
8/15/2013 0:00,14:00:00,Escalamiento,18.302275,-66.252552
10/7/2013 0:00,18:30:00,Escalamiento,18.381856,-66.134344
8/11/2013 0:00,8:43:00,Apropiacion Ilegal,18.373794,-66.198161
9/3/2013 0:00,17:00:00,Escalamiento,18.36825,-66.194194
9/9/2013 0:00,20:00:00,Apropiacion Ilegal,18.387984,-66.162238
8/7/2013 0:00,22:00:00,Escalamiento,18.374718,-66.192741
9/1/2013 0:00,10:08:00,Escalamiento,18.387768,-66.190727
10/7/2013 0:00,10:00:00,Apropiacion Ilegal,18.404846,-66.159243
8/28/2013 0:00,12:00:00,Apropiacion Ilegal,18.381422,-66.192842
10/22/2013 0:00,11:00:00,Apropiacion Ilegal,18.437168,-66.165558
7/22/2013 0:00,11:27:00,Apropiacion Ilegal,18.379274,-66.173241
8/17/2013 0:00,8:15:00,Apropiacion Ilegal,18.385835,-66.164625
9/16/2013 0:00,2:31:00,Escalamiento,18.389812,-66.182416
11/12/2013 0:00,15:30:00,Apropiacion Ilegal,18.39233,-66.166699
6/26/2013 0:00,20:00:00,Apropiacion Ilegal,18.382629,-66.146073
8/29/2013 0:00,21:00:00,Escalamiento,18.378311,-66.187562
10/10/2013 0:00,9:00:00,Apropiacion Ilegal,18.381517,-66.192655
10/1/2013 0:00,2:00:00,Apropiacion Ilegal,18.395451,-66.186311
10/30/2013 0:00,7:00:00,Apropiacion Ilegal,18.448353,-66.40804
7/22/2013 0:00,1:00:00,Robo,18.373898,-66.187992
9/9/2013 0:00,16:30:00,Robo,18.392623,-66.170166
8/18/2013 0:00,23:00:00,Apropiacion Ilegal,18.390367,-66.168875
10/16/2013 0:00,20:00:00,Vehiculo Hurtado,18.399946,-66.174543
9/16/2013 0:00,5:08:00,Apropiacion Ilegal,18.383371,-66.173716
9/27/2013 0:00,14:46:00,Escalamiento,18.386121,-66.172017
7/27/2013 0:00,11:00:00,Vehiculo Hurtado,18.379619,-66.173955
11/9/2013 0:00,14:00:00,Apropiacion Ilegal,18.404747,-66.181754
10/11/2013 0:00,14:00:00,Escalamiento,18.370829,-66.197258
10/30/2013 0:00,19:59:00,Apropiacion Ilegal,18.366332,-66.18839
9/19/2013 0:00,22:06:00,Apropiacion Ilegal,18.398834,-66.168146
8/24/2013 0:00,13:54:00,Apropiacion Ilegal,18.395504,-66.159378
8/24/2013 0:00,12:49:00,Apropiacion Ilegal,18.444602,-66.392101
8/5/2013 0:00,10:36:00,Apropiacion Ilegal,18.384644,-66.134909
12/15/2013 0:00,1:00:00,Escalamiento,18.434304,-66.190023
9/14/2013 0:00,9:20:00,Robo,18.403904,-66.195716
8/17/2013 0:00,10:00:00,Apropiacion Ilegal,18.39001,-66.166933
9/12/2013 0:00,6:55:00,Apropiacion Ilegal,18.397974,-66.167849
9/18/2013 0:00,14:00:00,Apropiacion Ilegal,18.385916,-66.164452
7/29/2013 0:00,5:20:00,Apropiacion Ilegal,18.387793,-66.175875
9/17/2013 0:00,1:16:00,Escalamiento,18.385389,-66.174137
10/21/2013 0:00,6:00:00,Escalamiento,18.37936,-66.180426
9/6/2013 0:00,2:30:00,Apropiacion Ilegal,18.386493,-66.168939
8/16/2013 0:00,1:28:00,Apropiacion Ilegal,18.400319,-66.188865
10/19/2013 0:00,22:30:00,Robo,18.352435,-66.110823
10/3/2013 0:00,2:00:00,Vehiculo Hurtado,18.388345,-66.189655
12/13/2013 0:00,22:00:00,Vehiculo Hurtado,18.463773,-66.28255
10/29/2013 0:00,20:41:00,Escalamiento,18.384798,-66.187155
8/27/2013 0:00,8:00:00,Apropiacion Ilegal,18.364831,-66.098361
8/9/2013 0:00,6:00:00,Apropiacion Ilegal,18.382597,-66.173837
10/24/2013 0:00,8:49:00,Apropiacion Ilegal,18.389307,-66.196995
9/28/2013 0:00,17:45:00,Apropiacion Ilegal,18.389741,-66.168941
7/28/2013 0:00,23:00:00,Vehiculo Hurtado,18.332653,-66.101116
9/28/2013 0:00,22:00:00,Apropiacion Ilegal,18.400244,-66.188854
8/14/2013 0:00,6:00:00,Apropiacion Ilegal,18.380831,-66.185936
10/3/2013 0:00,2:35:00,Robo,18.395174,-66.166717
8/1/2013 0:00,11:00:00,Apropiacion Ilegal,18.387689,-66.197479
8/9/2013 0:00,9:00:00,Escalamiento,18.397524,-66.164238
11/15/2013 0:00,6:50:00,Apropiacion Ilegal,18.391166,-66.167686
11/5/2013 0:00,1:29:00,Robo,18.389605,-66.190406
9/22/2013 0:00,2:00:00,Robo,18.404733,-66.187408
8/29/2013 0:00,5:30:00,Apropiacion Ilegal,18.452599,-66.146387
8/15/2013 0:00,11:00:00,Apropiacion Ilegal,18.398838,-66.168259
8/14/2013 0:00,15:00:00,Escalamiento,18.374296,-66.198072
9/13/2013 0:00,23:21:00,Apropiacion Ilegal,18.384346,-66.16632
9/6/2013 0:00,10:15:00,Apropiacion Ilegal,18.375936,-66.175768
8/6/2013 0:00,10:02:00,Robo,18.378738,-66.173498
10/31/2013 0:00,18:25:00,Apropiacion Ilegal,18.370573,-66.196923
8/3/2013 0:00,2:00:00,Apropiacion Ilegal,18.396204,-66.176355
8/13/2013 0:00,15:30:00,Escalamiento,18.389116,-66.168579
8/30/2013 0:00,6:45:00,Apropiacion Ilegal,18.382376,-66.173386
10/4/2013 0:00,19:45:00,Apropiacion Ilegal,18.406335,-66.164159
12/5/2013 0:00,12:33:00,Apropiacion Ilegal,18.369661,-66.153872
8/19/2013 0:00,9:00:00,Apropiacion Ilegal,18.398834,-66.168326
7/21/2013 0:00,20:40:00,Vehiculo Hurtado,18.40923,-66.195495
8/25/2013 0:00,21:04:00,Apropiacion Ilegal,18.403053,-66.178053
12/13/2013 0:00,14:00:00,Apropiacion Ilegal,18.401207,-66.155072
10/4/2013 0:00,20:00:00,Apropiacion Ilegal,18.39901,-66.17476
10/21/2013 0:00,10:02:00,Apropiacion Ilegal,18.384454,-66.173618
10/24/2013 0:00,18:59:00,Escalamiento,18.379661,-66.185962
9/6/2013 0:00,3:02:00,Vehiculo Hurtado,18.386252,-66.169118
12/7/2013 0:00,19:00:00,Apropiacion Ilegal,18.356988,-66.317925
9/26/2013 0:00,23:02:00,Robo,18.386491,-66.168923
8/8/2013 0:00,4:43:00,Vehiculo Hurtado,18.387803,-66.188275
9/20/2013 0:00,2:00:00,Vehiculo Hurtado,18.371011,-66.194751
8/15/2013 0:00,21:00:00,Vehiculo Hurtado,18.373837,-66.197665
9/19/2013 0:00,3:00:00,Apropiacion Ilegal,18.389832,-66.165975
11/15/2013 0:00,13:49:00,Apropiacion Ilegal,18.405413,-66.187757
9/30/2013 0:00,12:00:00,Apropiacion Ilegal,18.411835,-66.368231
11/29/2013 0:00,9:00:00,Escalamiento,18.378379,-66.097753
11/8/2013 0:00,13:00:00,Escalamiento,18.380266,-66.189543
9/16/2013 0:00,10:59:00,Escalamiento,18.38065,-66.192413
10/21/2013 0:00,0:00:00,Vehiculo Hurtado,18.39108,-66.173685
8/30/2013 0:00,7:50:00,Escalamiento,18.393728,-66.162781
8/2/2013 0:00,13:20:00,Apropiacion Ilegal,18.380552,-66.19194
10/14/2013 0:00,18:09:00,Apropiacion Ilegal,18.386987,-66.167803
8/17/2013 0:00,15:00:00,Apropiacion Ilegal,18.398795,-66.168296
9/19/2013 0:00,10:00:00,Escalamiento,18.370191,-66.193259
9/18/2013 0:00,16:00:00,Escalamiento,18.397405,-66.182866
7/31/2013 0:00,0:00:00,Apropiacion Ilegal,18.380606,-66.191632
7/14/2013 0:00,11:00:00,Apropiacion Ilegal,18.380326,-66.189539
7/10/2013 0:00,9:09:00,Escalamiento,18.383822,-66.171386
8/18/2013 0:00,8:06:00,Apropiacion Ilegal,18.397417,-66.164639
9/4/2013 0:00,12:00:00,Apropiacion Ilegal,18.386228,-66.171054
9/8/2013 0:00,22:00:00,Apropiacion Ilegal,18.404675,-66.180735
11/12/2013 0:00,11:00:00,Apropiacion Ilegal,18.4055,-66.190985
7/21/2013 0:00,17:00:00,Apropiacion Ilegal,18.382045,-66.148141
7/26/2013 0:00,10:30:00,Robo,18.363416,-66.101201
11/18/2013 0:00,18:49:00,Escalamiento,18.367815,-66.194792
8/6/2013 0:00,16:58:00,Apropiacion Ilegal,18.401874,-66.180346
9/18/2013 0:00,20:40:00,Apropiacion Ilegal,18.361295,-66.189465
8/21/2013 0:00,19:00:00,Apropiacion Ilegal,18.398834,-66.168311
10/24/2013 0:00,17:56:00,Escalamiento,18.368587,-66.195807
7/16/2013 0:00,2:05:00,Robo,18.444418,-66.410836
8/2/2013 0:00,11:35:00,Escalamiento,18.385508,-66.145084
9/26/2013 0:00,5:05:00,Robo,18.387031,-66.168499
9/29/2013 0:00,2:00:00,Apropiacion Ilegal,18.396882,-66.161945
10/7/2013 0:00,20:01:00,Apropiacion Ilegal,18.382019,-66.169174
8/9/2013 0:00,14:00:00,Apropiacion Ilegal,18.365666,-66.18903
11/7/2013 0:00,13:03:00,Robo,18.389337,-66.176892
10/23/2013 0:00,3:00:00,Vehiculo Hurtado,18.373206,-66.197773
9/22/2013 0:00,20:39:00,Agresion Agravada,18.389904,-66.185365
11/8/2013 0:00,17:35:00,Apropiacion Ilegal,18.382866,-66.169109
